#contig,contig_reassign,bases_hap_dip,bases_low_high,bases_all,perc_low_coverage,perc_hap_coverage,perc_dip_coverage,perc_high_coverage
NW_020539725.1.TD_309,s,225781,5601,231382,2.421,97.579,0.000,0.000
NW_020538040.1.TD_1914,s,225407,4836,230243,2.100,89.082,8.818,0.000
NW_020538040.1.TD_1798,s,230169,1192,231361,0.515,94.748,4.737,0.000
NW_020538040.1.TD_1386,s,228104,1192,229296,0.520,96.999,2.482,0.000
NW_020539725.1.TD_858,s,222128,6103,228231,2.674,97.326,0.000,0.000
NW_020538040.1.TD_1596,s,226246,1939,228185,0.850,97.701,1.450,0.000
NW_020538040.1.TD_1747,s,226971,1112,228083,0.488,99.512,0.000,0.000
NW_020538040.1.TD_1417,s,227400,524,227924,0.230,90.621,9.149,0.000
NW_020539724.1.TD_523,s,227581,145,227726,0.064,99.936,0.000,0.000
NW_020537646.1.TD_1053,s,222408,5082,227490,2.234,92.489,5.277,0.000
NW_020538040.1.TD_553,s,226637,722,227359,0.318,99.682,0.000,0.000
NW_020539726.1.TD_265,s,224557,1916,226473,0.846,98.451,0.703,0.000
NW_020538040.1.TD_1497,s,226136,975,227111,0.429,99.571,0.000,0.000
NW_020538040.1.TD_1115,s,226051,527,226578,0.233,98.746,1.021,0.000
NW_020538040.1.TD_1612,s,225306,1657,226963,0.730,93.083,6.187,0.000
NW_020539725.1.TD_476,s,225301,1092,226393,0.482,99.518,0.000,0.000
NW_020538040.1.TD_718,s,224708,1823,226531,0.805,99.195,0.000,0.000
NW_020539725.1.TD_1438,s,225317,612,225929,0.271,99.729,0.000,0.000
NW_020539725.1.TD_233,s,225710,159,225869,0.070,98.589,1.340,0.000
NW_020538040.1.TD_1247,s,224186,845,225031,0.376,97.823,1.801,0.000
NW_020538040.1.TD_1258,s,219081,6206,225287,2.755,93.991,3.255,0.000
NW_020539725.1.TD_16,s,224935,3,224938,0.001,99.716,0.282,0.000
NW_020537646.1.TD_1029,s,220541,2299,222840,1.032,97.563,1.405,0.000
NW_020536999.1.TD_7,s,221768,2538,224306,1.131,98.869,0.000,0.000
NW_020539726.1.TD_847,s,204780,18735,223515,8.382,91.618,0.000,0.000
NW_020537646.1.TD_403,s,219206,3511,222717,1.576,85.629,12.794,0.000
NW_020538040.1.TD_1376,s,212546,10099,222645,4.536,94.432,1.032,0.000
NW_020538040.1.TD_2611,s,221356,1005,222361,0.452,99.472,0.076,0.000
NW_020538040.1.TD_1024,s,215519,6710,222229,3.019,96.153,0.828,0.000
NW_020536999.1.TD_1168,s,215286,5612,220898,2.541,97.459,0.000,0.000
NW_020539725.1.TD_243,s,218622,3357,221979,1.512,98.488,0.000,0.000
NW_020537324.1.TD_1736,s,212540,8128,220668,3.683,96.317,0.000,0.000
NW_020538040.1.TD_1614,s,220441,0,220441,0.000,98.812,1.188,0.000
NW_020536999.1.TD_509,s,219751,771,220522,0.217,99.646,0.005,0.133
NW_020537646.1.TD_247,s,217497,2638,220135,1.198,98.247,0.554,0.000
NW_020539727.1.TD_100,s,219693,431,220124,0.196,99.804,0.000,0.000
NW_020537646.1.TD_1012,s,219622,315,219937,0.143,92.483,7.373,0.000
NW_020539725.1.TD_1125,s,214220,5375,219595,2.448,97.552,0.000,0.000
NW_020537758.1.TD_565,s,219265,94,219359,0.043,99.957,0.000,0.000
NW_020539726.1.TD_567,s,218288,934,219222,0.426,99.574,0.000,0.000
NW_020538040.1.TD_398,s,214790,4382,219172,1.999,96.354,1.646,0.000
NW_020538040.1.TD_1582,s,216028,2875,218903,1.090,98.687,0.000,0.223
NW_020537324.1.TD_827,s,211402,7194,218596,3.291,96.709,0.000,0.000
NW_020539725.1.TD_293,s,215359,2968,218327,1.359,98.641,0.000,0.000
NW_020538040.1.TD_1553,s,215340,1909,217249,0.879,98.445,0.676,0.000
NW_020538040.1.TD_1253,s,217769,0,217769,0.000,93.828,6.172,0.000
NW_020537324.1.TD_50,s,217361,0,217361,0.000,97.263,2.737,0.000
NW_020537324.1.TD_905,s,214332,2902,217234,1.336,98.664,0.000,0.000
NW_020538040.1.TD_741,s,214746,1624,216370,0.751,99.249,0.000,0.000
NW_020539725.1.TD_1419,s,215479,933,216412,0.431,99.569,0.000,0.000
NW_020536999.1.TD_613,s,214900,1629,216529,0.752,96.253,2.995,0.000
NW_020536999.1.TD_1126,s,215065,605,215670,0.281,99.719,0.000,0.000
NW_020539725.1.TD_762,s,214571,1527,216098,0.707,99.293,0.000,0.000
NW_020538040.1.TD_2249,s,213754,1739,215493,0.807,93.117,6.076,0.000
NW_020537324.1.TD_520,s,200780,14489,215269,6.731,93.269,0.000,0.000
NW_020537646.1.TD_944,s,214020,1328,215348,0.617,99.383,0.000,0.000
NW_020537324.1.TD_917,s,210368,3635,214003,1.699,98.301,0.000,0.000
NW_020538040.1.TD_2192,s,204988,10097,215085,4.694,94.650,0.656,0.000
NW_020536999.1.TD_1371,s,213124,1581,214705,0.736,99.264,0.000,0.000
NW_020536999.1.TD_575,s,210294,3271,213565,1.532,98.468,0.000,0.000
NW_020538040.1.TD_1146,s,208491,4305,212796,2.023,97.067,0.910,0.000
NW_020537758.1.TD_1171,s,205278,7409,212687,3.484,96.509,0.007,0.000
NW_020536999.1.TD_810,s,200264,11532,211796,5.445,94.555,0.000,0.000
NW_020539725.1.TD_261,s,208847,1345,210192,0.640,99.360,0.000,0.000
NW_020538040.1.TD_734,s,207495,3466,210961,1.643,97.281,1.076,0.000
NW_020539727.1.TD_515,s,206532,3539,210071,1.685,98.315,0.000,0.000
NW_020536999.1.TD_782,s,208101,1500,209601,0.716,95.489,3.795,0.000
NW_020538040.1.TD_2006,s,207309,1672,208981,0.800,98.811,0.389,0.000
NW_020538040.1.TD_1198,s,205766,2710,208476,1.300,98.386,0.314,0.000
NW_020537324.1.TD_447,s,191443,16448,207891,7.912,92.088,0.000,0.000
NW_020536999.1.TD_1003,s,204401,3661,208062,1.760,98.240,0.000,0.000
NW_020536999.1.TD_1644,s,196107,11177,207284,5.392,91.427,3.181,0.000
NW_020538040.1.TD_747,s,204443,2878,207321,1.388,98.612,0.000,0.000
NW_020538040.1.TD_1561,s,200771,6607,207378,3.186,95.456,1.358,0.000
NW_020538040.1.TD_1662,s,203630,3446,207076,1.664,98.336,0.000,0.000
NW_020539724.1.TD_556,s,205835,1188,207023,0.574,99.426,0.000,0.000
NW_020537646.1.TD_716,s,206727,14,206741,0.007,99.993,0.000,0.000
NW_020537324.1.TD_200,s,205640,850,206490,0.412,99.588,0.000,0.000
NW_020537324.1.TD_500,s,199571,6507,206078,3.158,96.842,0.000,0.000
NW_020537758.1.TD_441,s,202748,3211,205959,1.559,98.441,0.000,0.000
NW_020536999.1.TD_1118,s,205834,0,205834,0.000,100.000,0.000,0.000
NW_020539726.1.TD_369,s,205115,1,205116,0.000,99.792,0.208,0.000
NW_020537646.1.TD_1025,s,205334,0,205334,0.000,99.318,0.682,0.000
NW_020538040.1.TD_1900,s,200393,4453,204846,2.174,94.182,3.644,0.000
NW_020536999.1.TD_340,s,203143,1474,204617,0.720,99.280,0.000,0.000
NW_020538040.1.TD_2000,s,203191,1378,204569,0.674,99.326,0.000,0.000
NW_020538040.1.TD_528,s,202008,2451,204459,1.199,96.510,2.291,0.000
NW_020537758.1.TD_1153,s,195864,8551,204415,4.183,95.817,0.000,0.000
NW_020537646.1.TD_594,s,200133,3864,203997,1.894,98.106,0.000,0.000
NW_020536999.1.TD_1661,s,203262,726,203988,0.356,98.773,0.871,0.000
NW_020536999.1.TD_1490,s,198118,5817,203935,2.852,93.441,3.707,0.000
NW_020537646.1.TD_746,s,188358,15492,203850,7.600,92.341,0.059,0.000
NW_020538040.1.TD_1503,s,193933,8843,202776,4.361,95.456,0.183,0.000
NW_020537324.1.TD_225,s,200930,2841,203771,1.394,98.606,0.000,0.000
NW_020538040.1.TD_1548,s,201763,1738,203501,0.854,99.146,0.000,0.000
NW_020539727.1.TD_85,s,200100,3357,203457,1.650,98.350,0.000,0.000
NW_020537324.1.TD_491,s,199481,3793,203274,1.866,98.134,0.000,0.000
NW_020538040.1.TD_2676,s,199995,3233,203228,1.591,98.409,0.000,0.000
NW_020539725.1.TD_446,s,200649,2434,203083,1.199,98.801,0.000,0.000
NW_020536999.1.TD_330,s,201567,1253,202820,0.618,99.268,0.114,0.000
NW_020537324.1.TD_74,s,201824,548,202372,0.271,99.729,0.000,0.000
NW_020539724.1.TD_549,s,196470,5798,202268,2.866,97.134,0.000,0.000
NW_020537646.1.TD_132,s,201666,0,201666,0.000,98.449,1.551,0.000
NW_020539725.1.TD_253,s,198689,2468,201157,1.227,98.773,0.000,0.000
NW_020537758.1.TD_825,s,196393,4733,201126,2.353,95.038,2.609,0.000
NW_020536999.1.TD_1672,s,196903,4132,201035,2.055,97.945,0.000,0.000
NW_020538040.1.TD_2407,s,199924,157,200081,0.078,99.750,0.172,0.000
NW_020537324.1.TD_86,s,199789,228,200017,0.114,94.476,5.410,0.000
NW_020537758.1.TD_1203,s,197594,1031,198625,0.519,99.481,0.000,0.000
NW_020537324.1.TD_957,s,194237,4930,199167,2.475,97.525,0.000,0.000
NW_020539727.1.TD_128,s,196967,1972,198939,0.991,99.009,0.000,0.000
NW_020538962.1.TD_1,s,156131,44733,200864,0.699,31.086,46.644,21.571
NW_020537324.1.TD_181,s,197280,1630,198910,0.819,99.181,0.000,0.000
NW_020537646.1.TD_627,s,192003,5963,197966,3.012,95.322,1.666,0.000
NW_020537324.1.TD_1648,s,197091,316,197407,0.160,99.310,0.530,0.000
NW_020536999.1.TD_1521,s,197032,0,197032,0.000,99.119,0.881,0.000
NW_020537646.1.TD_502,s,194421,2314,196735,1.176,97.830,0.994,0.000
NW_020539725.1.TD_192,s,195338,1339,196677,0.681,99.319,0.000,0.000
NW_020537758.1.TD_1116,s,196362,206,196568,0.105,99.221,0.675,0.000
NW_020539725.1.TD_173,s,188687,7209,195896,3.680,96.320,0.000,0.000
NW_020536999.1.TD_875,s,187824,8031,195855,4.100,95.900,0.000,0.000
NW_020536999.1.TD_1259,s,195098,738,195836,0.377,99.623,0.000,0.000
NW_020539725.1.TD_44,s,193290,2171,195461,1.111,98.889,0.000,0.000
NW_020537646.1.TD_1014,s,191598,3519,195117,1.804,96.466,1.730,0.000
NW_020539724.1.TD_213,s,192384,2613,194997,1.340,98.660,0.000,0.000
NW_020538040.1.TD_1570,s,192734,2180,194914,1.118,98.351,0.530,0.000
NW_020539725.1.TD_533,s,188600,6311,194911,3.238,96.762,0.000,0.000
NW_020538040.1.TD_1806,s,193478,1275,194753,0.655,99.075,0.270,0.000
NW_020538040.1.TD_1329,s,191423,3312,194735,1.701,85.155,13.145,0.000
NW_020538040.1.TD_1359,s,194252,49,194301,0.025,95.749,4.226,0.000
NW_020539868.1.TD_2,s,188256,5928,194184,3.053,96.947,0.000,0.000
NW_020538040.1.TD_1164,s,193266,849,194115,0.437,99.563,0.000,0.000
NW_020536999.1.TD_1112,s,192132,1900,194032,0.979,99.021,0.000,0.000
NW_020539725.1.TD_1115,s,188426,5653,194079,2.913,95.083,2.004,0.000
NW_020538040.1.TD_822,s,186165,6639,192804,3.443,96.557,0.000,0.000
NW_020537646.1.TD_1048,s,192368,1154,193522,0.596,99.404,0.000,0.000
NW_020539727.1.TD_480,s,186562,6919,193481,3.576,96.424,0.000,0.000
NW_020539724.1.TD_239,s,191778,1470,193248,0.761,98.979,0.261,0.000
NW_020536999.1.TD_1811,s,191914,1136,193050,0.588,99.412,0.000,0.000
NW_020537324.1.TD_57,s,192742,0,192742,0.000,100.000,0.000,0.000
NW_020537324.1.TD_1743,s,189966,2723,192689,1.413,98.587,0.000,0.000
NW_020537324.1.TD_1310,s,190107,2521,192628,1.309,98.691,0.000,0.000
NW_020537646.1.TD_75,s,182828,9823,192651,5.099,94.901,0.000,0.000
NW_020539725.1.TD_490,s,191849,642,192491,0.334,99.666,0.000,0.000
NW_020537646.1.TD_836,s,191135,839,191974,0.437,99.563,0.000,0.000
NW_020536999.1.TD_293,s,187800,4580,192380,2.381,97.525,0.094,0.000
NW_020539725.1.TD_514,s,186713,5596,192309,2.910,97.089,0.001,0.000
NW_020537646.1.TD_670,s,177784,13872,191656,7.238,92.762,0.000,0.000
NW_020539726.1.TD_253,s,190618,723,191341,0.378,99.622,0.000,0.000
NW_020538040.1.TD_1355,s,185583,6139,191722,0.084,87.310,9.488,3.118
NW_020537324.1.TD_935,s,188801,2536,191337,1.325,98.675,0.000,0.000
NW_020538040.1.TD_207,s,186707,4276,190983,2.239,97.698,0.063,0.000
NW_020537758.1.TD_581,s,190321,413,190734,0.217,98.650,1.133,0.000
NW_020538040.1.TD_1751,s,189918,134,190052,0.071,98.504,1.426,0.000
NW_020537758.1.TD_607,s,186565,3065,189630,1.616,98.384,0.000,0.000
NW_020539726.1.TD_559,s,186247,3778,190025,1.988,98.012,0.000,0.000
NW_020539726.1.TD_473,s,188353,830,189183,0.439,98.043,1.519,0.000
NW_020537324.1.TD_205,s,187493,1503,188996,0.795,99.205,0.000,0.000
NW_020539726.1.TD_264,s,186427,2435,188862,1.289,98.654,0.057,0.000
NW_020538040.1.TD_2358,s,183488,5340,188828,2.828,97.172,0.000,0.000
NW_020538040.1.TD_1599,s,186581,2171,188752,1.150,98.215,0.635,0.000
NW_020539726.1.TD_932,s,188373,342,188715,0.181,99.819,0.000,0.000
NW_020536999.1.TD_1354,s,180736,7965,188701,4.221,95.779,0.000,0.000
NW_020538040.1.TD_1190,s,186901,1676,188577,0.889,99.111,0.000,0.000
NW_020539727.1.TD_121,s,188516,0,188516,0.000,99.997,0.003,0.000
NW_020536999.1.TD_902,s,186976,1323,188299,0.703,99.297,0.000,0.000
NW_020537324.1.TD_253,s,186437,1788,188225,0.950,99.050,0.000,0.000
NW_020538040.1.TD_2346,s,185721,2437,188158,1.295,98.705,0.000,0.000
NW_020537646.1.TD_705,s,165332,22780,188112,12.110,87.890,0.000,0.000
NW_020538040.1.TD_1896,s,186170,808,186978,0.432,99.225,0.343,0.000
NW_020537324.1.TD_825,s,185331,1252,186583,0.671,99.329,0.000,0.000
NW_020536999.1.TD_313,s,178882,7671,186553,4.112,95.888,0.000,0.000
NW_020537324.1.TD_937,s,177093,8210,185303,4.431,95.569,0.000,0.000
NW_020538040.1.TD_571,s,185470,0,185470,0.000,99.550,0.450,0.000
NW_020539726.1.TD_2,s,182370,1601,183971,0.870,99.130,0.000,0.000
NW_020537758.1.TD_212,s,178285,6172,184457,3.346,93.884,2.770,0.000
NW_020537324.1.TD_858,s,178824,5509,184333,2.989,97.011,0.000,0.000
NW_020538040.1.TD_1997,s,179022,5171,184193,2.807,95.066,2.127,0.000
NW_020539724.1.TD_557,s,181160,3019,184179,1.639,94.218,4.143,0.000
NW_020536999.1.TD_1816,s,184021,0,184021,0.000,95.674,4.326,0.000
NW_020538536.1.TD_2,s,181056,3043,184099,1.653,78.962,19.385,0.000
NW_020538040.1.TD_2440,s,180933,2839,183772,1.545,96.601,1.854,0.000
NW_020537324.1.TD_931,s,170664,12951,183615,7.053,92.947,0.000,0.000
NW_020537646.1.TD_964,s,182035,1386,183421,0.756,98.027,1.217,0.000
NW_020537758.1.TD_1162,s,179132,3684,182816,2.015,97.985,0.000,0.000
NW_020537758.1.TD_283,s,174834,7877,182711,4.311,95.689,0.000,0.000
NW_020537324.1.TD_991,s,180453,2124,182577,1.163,97.860,0.977,0.000
NW_020536999.1.TD_469,s,176249,5669,181918,3.116,94.765,2.119,0.000
NW_020538040.1.TD_1001,s,173943,8365,182308,4.588,94.559,0.853,0.000
NW_020539725.1.TD_4,s,180511,898,181409,0.495,99.160,0.345,0.000
NW_020539725.1.TD_63,s,181362,0,181362,0.000,100.000,0.000,0.000
NW_020538040.1.TD_1832,s,172657,8366,181023,4.622,94.881,0.497,0.000
NW_020539725.1.TD_692,s,173826,7146,180972,3.949,96.051,0.000,0.000
NW_020538040.1.TD_893,s,177535,3184,180719,1.762,94.833,3.405,0.000
NW_020539726.1.TD_633,s,179304,1380,180684,0.764,99.236,0.000,0.000
NW_020539726.1.TD_10,s,179270,1388,180658,0.768,99.232,0.000,0.000
NW_020539725.1.TD_264,s,174329,6289,180618,3.482,96.518,0.000,0.000
NW_020537646.1.TD_141,s,174913,5642,180555,3.125,96.875,0.000,0.000
NW_020536999.1.TD_1821,s,178141,2324,180465,1.288,96.174,2.538,0.000
NW_020538040.1.TD_2476,s,179300,1140,180440,0.632,94.482,4.886,0.000
NW_020538040.1.TD_1360,s,179148,1237,180385,0.686,99.314,0.000,0.000
NW_020539725.1.TD_1051,s,169323,11037,180360,6.119,93.881,0.000,0.000
NW_020537324.1.TD_468,s,176748,2623,179371,1.462,98.538,0.000,0.000
NW_020538040.1.TD_1458,s,174100,5274,179374,2.940,96.873,0.187,0.000
NW_020538040.1.TD_1818,s,178740,31,178771,0.017,99.983,0.000,0.000
NW_020537646.1.TD_518,s,176551,1594,178145,0.895,99.068,0.037,0.000
NW_020539727.1.TD_402,s,174628,3410,178038,1.915,97.398,0.687,0.000
NW_020537758.1.TD_563,s,176342,1843,178185,1.034,96.804,2.162,0.000
NW_020537324.1.TD_1011,s,175000,2115,177115,1.194,98.333,0.473,0.000
NW_020539725.1.TD_1081,s,173739,3901,177640,2.196,97.804,0.000,0.000
NW_020536999.1.TD_258,s,169587,7828,177415,4.412,95.450,0.138,0.000
NW_020536999.1.TD_487,s,172966,3805,176771,2.153,97.847,0.000,0.000
NW_020537324.1.TD_77,s,176486,1,176487,0.001,99.999,0.000,0.000
NW_020539726.1.TD_340,s,171945,4448,176393,2.522,97.478,0.000,0.000
NW_020539726.1.TD_463,s,165884,10280,176164,5.835,94.165,0.000,0.000
NW_020536999.1.TD_1573,s,173169,2833,176002,1.610,98.176,0.214,0.000
NW_020537324.1.TD_774,s,175994,20,176014,0.011,99.788,0.201,0.000
NW_020539724.1.TD_122,s,175909,1,175910,0.001,99.999,0.000,0.000
NW_020537758.1.TD_680,s,174801,1182,175983,0.672,99.328,0.000,0.000
NW_020538040.1.TD_1929,s,175414,409,175823,0.233,99.767,0.000,0.000
NW_020536999.1.TD_744,s,174656,759,175415,0.433,99.567,0.000,0.000
NW_020537758.1.TD_1086,s,167198,8201,175399,4.676,95.324,0.000,0.000
NW_020537758.1.TD_659,s,171880,3672,175552,2.092,95.182,2.726,0.000
NW_020537324.1.TD_1031,s,174430,64,174494,0.037,99.963,0.000,0.000
NW_020537324.1.TD_1205,s,174427,902,175329,0.514,99.486,0.000,0.000
NW_020537324.1.TD_1331,s,174205,553,174758,0.316,99.384,0.300,0.000
NW_020537324.1.TD_1087,s,172461,1941,174402,1.113,98.887,0.000,0.000
NW_020536999.1.TD_987,s,167284,6854,174138,3.936,96.064,0.000,0.000
NW_020536999.1.TD_1641,s,174049,148,174197,0.085,98.885,1.030,0.000
NW_020538040.1.TD_1611,s,171896,1336,173232,0.771,99.229,0.000,0.000
NW_020538458.1.TD_1,s,172143,1754,173897,1.009,93.309,5.682,0.000
NW_020539724.1.TD_275,s,173736,7,173743,0.004,97.827,2.169,0.000
NW_020537324.1.TD_378,s,167776,5789,173565,3.335,94.245,2.419,0.000
NW_020537758.1.TD_1114,s,172725,823,173548,0.474,96.198,3.328,0.000
NW_020537758.1.TD_1127,s,167832,5529,173361,3.189,96.811,0.000,0.000
NW_020537324.1.TD_301,s,167442,5877,173319,3.391,96.609,0.000,0.000
NW_020538040.1.TD_1339,s,169347,3651,172998,2.110,92.269,5.620,0.000
NW_020539725.1.TD_690,s,170163,2195,172358,1.274,98.726,0.000,0.000
NW_020536999.1.TD_616,s,170415,1903,172318,1.104,98.454,0.442,0.000
NW_020539724.1.TD_480,s,167862,4034,171896,2.347,97.653,0.000,0.000
NW_020538040.1.TD_2341,s,168344,2966,171310,1.731,96.565,1.704,0.000
NW_020539726.1.TD_99,s,167566,3452,171018,2.019,97.981,0.000,0.000
NW_020538040.1.TD_350,s,167658,3574,171232,2.087,94.562,3.351,0.000
NW_020538040.1.TD_2054,s,163973,6746,170719,3.952,90.949,5.099,0.000
NW_020539725.1.TD_772,s,165438,5105,170543,2.993,97.007,0.000,0.000
NW_020539726.1.TD_199,s,168514,2118,170632,1.241,98.257,0.502,0.000
NW_020539724.1.TD_221,s,168638,1485,170123,0.873,99.127,0.000,0.000
NW_020539353.1.TD_5,s,161332,8788,170120,5.166,90.572,4.262,0.000
NW_020537758.1.TD_392,s,167169,2835,170004,1.668,98.332,0.000,0.000
NW_020539724.1.TD_177,s,169471,532,170003,0.313,99.687,0.000,0.000
NW_020536999.1.TD_1365,s,163099,6103,169202,3.607,96.181,0.212,0.000
NW_020539726.1.TD_876,s,165092,3922,169014,2.163,97.590,0.090,0.157
NW_020539726.1.TD_511,s,168724,0,168724,0.000,100.000,0.000,0.000
NW_020537646.1.TD_1057,s,168304,0,168304,0.000,100.000,0.000,0.000
NW_020539727.1.TD_64,s,163781,4513,168294,2.682,97.318,0.000,0.000
NW_020537324.1.TD_512,s,155119,12837,167956,7.643,92.357,0.000,0.000
NW_020536999.1.TD_13,s,165217,2538,167755,1.513,98.487,0.000,0.000
NW_020538040.1.TD_1728,s,163087,4559,167646,2.719,94.801,2.480,0.000
NW_020538040.1.TD_2101,s,167437,151,167588,0.090,98.829,1.081,0.000
NW_020538040.1.TD_294,s,161289,6266,167555,3.740,96.170,0.090,0.000
NW_020539724.1.TD_534,s,164278,3249,167527,1.939,93.602,4.458,0.000
NW_020537758.1.TD_778,s,160849,6687,167536,3.991,93.725,2.284,0.000
NW_020537646.1.TD_1010,s,164385,3073,167458,1.835,94.510,3.655,0.000
NW_020538040.1.TD_727,s,158062,9367,167429,5.595,90.219,4.186,0.000
NW_020537646.1.TD_174,s,165382,1798,167180,1.075,98.925,0.000,0.000
NW_020539724.1.TD_466,s,164944,1987,166931,1.190,98.810,0.000,0.000
NW_020538040.1.TD_1135,s,158233,8625,166858,5.169,89.970,4.861,0.000
NW_020539724.1.TD_504,s,166497,264,166761,0.158,99.842,0.000,0.000
NW_020538040.1.TD_1956,s,163344,3074,166418,1.847,97.987,0.166,0.000
NW_020536999.1.TD_543,s,159933,6172,166105,3.716,96.284,0.000,0.000
NW_020538040.1.TD_217,s,163314,2671,165985,1.609,98.391,0.000,0.000
NW_020537758.1.TD_1017,s,165839,506,166345,0.304,99.696,0.000,0.000
NW_020538040.1.TD_1056,s,160847,3739,164586,2.272,95.134,2.594,0.000
NW_020537324.1.TD_739,s,159381,6270,165651,3.785,96.215,0.000,0.000
NW_020539724.1.TD_210,s,163661,2279,165940,1.373,94.367,4.259,0.000
NW_020537324.1.TD_756,s,162485,2969,165454,1.794,94.729,3.476,0.000
NW_020537758.1.TD_967,s,152935,11022,163957,6.722,93.278,0.000,0.000
NW_020538040.1.TD_588,s,160229,4138,164367,2.518,95.944,1.538,0.000
NW_020538040.1.TD_1791,s,159438,4701,164139,2.864,97.136,0.000,0.000
NW_020538040.1.TD_262,s,164120,0,164120,0.000,100.000,0.000,0.000
NW_020539724.1.TD_92,s,162144,1861,164005,1.135,97.654,1.212,0.000
NW_020537646.1.TD_1065,s,163053,598,163651,0.365,94.373,5.262,0.000
NW_020538040.1.TD_1325,s,162326,1585,163911,0.967,98.561,0.472,0.000
NW_020539726.1.TD_158,s,163582,0,163582,0.000,100.000,0.000,0.000
NW_020539726.1.TD_279,s,148056,15491,163547,9.472,90.528,0.000,0.000
NW_020538040.1.TD_1398,s,162327,1245,163572,0.761,96.739,2.500,0.000
NW_020539725.1.TD_1001,s,161468,1995,163463,1.220,98.780,0.000,0.000
NW_020537646.1.TD_999,s,159357,4100,163457,2.508,97.492,0.000,0.000
NW_020539725.1.TD_1067,s,162598,651,163249,0.399,99.601,0.000,0.000
NW_020538040.1.TD_143,s,158692,4344,163036,2.664,93.503,3.833,0.000
NW_020539725.1.TD_1122,s,160529,2432,162961,1.492,84.537,13.970,0.000
NW_020539725.1.TD_50,s,162763,0,162763,0.000,98.798,1.202,0.000
NW_020539727.1.TD_269,s,162527,0,162527,0.000,100.000,0.000,0.000
NW_020537758.1.TD_722,s,158573,3919,162492,2.412,90.521,7.067,0.000
NW_020537646.1.TD_74,s,157717,4303,162020,2.656,97.344,0.000,0.000
NW_020538040.1.TD_1631,s,158455,3408,161863,2.105,96.660,1.234,0.000
NW_020538040.1.TD_1876,s,158270,3209,161479,1.987,96.820,1.193,0.000
NW_020538040.1.TD_1138,s,156023,5779,161802,0.069,93.995,2.433,3.503
NW_020538040.1.TD_2446,s,160627,786,161413,0.487,98.504,1.009,0.000
NW_020537646.1.TD_104,s,155848,5517,161365,3.419,96.581,0.000,0.000
NW_020537646.1.TD_91,s,159114,1692,160806,1.052,98.948,0.000,0.000
NW_020537324.1.TD_729,s,160331,374,160705,0.233,97.955,1.813,0.000
NW_020538040.1.TD_1394,s,160602,0,160602,0.000,100.000,0.000,0.000
NW_020538040.1.TD_959,s,160447,0,160447,0.000,94.325,5.675,0.000
NW_020536999.1.TD_965,s,157348,3056,160404,1.905,98.095,0.000,0.000
NW_020536999.1.TD_1047,s,155935,4355,160290,2.717,97.283,0.000,0.000
NW_020538040.1.TD_1551,s,160268,1,160269,0.001,99.999,0.000,0.000
NW_020539727.1.TD_532,s,152168,7977,160145,4.981,95.019,0.000,0.000
NW_020539726.1.TD_883,s,160213,0,160213,0.000,100.000,0.000,0.000
NW_020536999.1.TD_1522,s,155872,4113,159985,2.571,97.429,0.000,0.000
NW_020539726.1.TD_102,s,156584,2940,159524,1.843,97.131,1.026,0.000
NW_020537758.1.TD_134,s,159178,335,159513,0.210,99.790,0.000,0.000
NW_020538040.1.TD_320,s,157339,2110,159449,1.323,98.677,0.000,0.000
NW_020538040.1.TD_2011,s,157566,1623,159189,1.020,98.980,0.000,0.000
NW_020538040.1.TD_940,s,155014,4288,159302,2.692,97.296,0.012,0.000
NW_020537324.1.TD_1039,s,157839,1200,159039,0.755,97.998,1.247,0.000
NW_020538040.1.TD_1916,s,155524,3413,158937,2.147,97.853,0.000,0.000
NW_020538040.1.TD_995,s,153603,5192,158795,3.270,96.730,0.000,0.000
NW_020539725.1.TD_311,s,153365,5011,158376,3.164,94.495,2.341,0.000
NW_020538040.1.TD_1093,s,152186,6334,158520,3.996,95.086,0.918,0.000
NW_020539726.1.TD_686,s,154917,3314,158231,2.094,97.906,0.000,0.000
NW_020537758.1.TD_353,s,155810,2386,158196,1.508,96.746,1.745,0.000
NW_020538040.1.TD_2165,s,158013,135,158148,0.085,98.556,1.358,0.000
NW_020538040.1.TD_2212,s,150193,7823,158016,4.951,95.049,0.000,0.000
NW_020539727.1.TD_300,s,147653,10021,157674,6.356,93.263,0.381,0.000
NW_020537758.1.TD_700,s,157780,27,157807,0.017,99.983,0.000,0.000
NW_020537758.1.TD_1210,s,155236,2401,157637,1.523,98.477,0.000,0.000
